"image","before_bytes","after_bytes","width","height","alpha_channel","declared_display_context","loading","decision"
"src/assets/home/participation-480.webp","","12422","480","180","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/participation-640.avif","26407","26407","640","240","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/participation-640.jpg","48518","24169","640","240","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/home/participation-640.webp","35236","35236","640","240","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/participation-800.avif","","15533","800","300","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/participation-800.jpg","","34823","800","300","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/participation-800.webp","","27504","800","300","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/record-1120.avif","104353","104353","1120","630","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/record-1120.jpg","189986","92545","1120","630","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/home/record-1120.webp","137364","137364","1120","630","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/record-1672.avif","185593","185593","1672","941","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/record-1672.jpg","354402","176403","1672","941","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/home/record-1672.webp","240308","240308","1672","941","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/record-480.avif","","9778","480","270","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/record-480.jpg","","21649","480","270","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/record-480.webp","","17810","480","270","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/record-640.avif","41387","41387","640","360","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/record-640.jpg","72760","35932","640","360","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/home/record-640.webp","55552","55552","640","360","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/record-800.avif","","22897","800","450","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/record-800.jpg","","52519","800","450","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/record-800.webp","","41248","800","450","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/home/tournament-1254.avif","183480","183480","1254","1254","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/tournament-1254.jpg","348785","170767","1254","1254","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/home/tournament-1254.webp","233994","233994","1254","1254","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/tournament-480.avif","39160","39160","480","480","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/tournament-480.jpg","70486","34435","480","480","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/home/tournament-480.webp","49758","49758","480","480","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/tournament-800.avif","92873","92873","800","800","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/home/tournament-800.jpg","169594","81477","800","800","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/home/tournament-800.webp","118228","118228","800","800","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Retained existing encoding"
"src/assets/official/auth-aevic-arena-1440.avif","89841","56229","1440","901","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-1440.jpg","242597","117272","1440","900","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-1440.webp","84988","84988","1440","900","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Retained existing encoding"
"src/assets/official/auth-aevic-arena-1586.avif","119241","65852","1586","992","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-1586.jpg","347820","150074","1586","992","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-1586.webp","119830","104240","1586","992","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-480.avif","15393","9218","480","300","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-480.jpg","34518","17800","480","300","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-480.webp","14602","14240","480","300","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-960.avif","48519","29629","960","600","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-960.jpg","127410","59399","960","600","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena-960.webp","47656","46944","960","600","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-aevic-arena.png","2039349","2039349","1586","992","false","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/official/auth-arena-entry.jpg","258577","92657","960","1200","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-recovery-lock-1120.avif","34244","20821","1120","630","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-recovery-lock-1120.webp","49802","36824","1120","630","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-recovery-lock-1672.avif","58013","35273","1672","941","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-recovery-lock-1672.webp","84354","60890","1672","941","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-recovery-lock-480.avif","","6796","480","270","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/auth-recovery-lock-480.webp","","10856","480","270","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/auth-recovery-lock-640.avif","16036","9828","640","360","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-recovery-lock-640.webp","22434","16426","640","360","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/auth-recovery-lock-800.avif","","13119","800","450","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/auth-recovery-lock-800.webp","","22408","800","450","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/auth-recovery-lock.png","2121647","2121647","1672","941","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/official/auth-team-assembly.jpg","240747","85061","960","1200","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/login-background-1120.avif","24511","15267","1120","630","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/login-background-1120.webp","35166","25762","1120","630","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/login-background-1672.avif","39110","24212","1672","941","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/login-background-1672.webp","56790","42090","1672","941","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/login-background-480.avif","","5615","480","270","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/login-background-480.webp","","8336","480","270","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/login-background-640.avif","12375","7790","640","360","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/login-background-640.webp","17146","12380","640","360","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/login-background-800.avif","","10099","800","450","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/login-background-800.webp","","16490","800","450","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/login-background.png","1954428","1954428","1672","941","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/official/map-erangel-round-1-320.jpg","22958","11440","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-1-320.webp","","10258","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-erangel-round-1-640.jpg","66606","37718","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-1-640.webp","","33968","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-erangel-round-1-960.jpg","149771","78415","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-1-960.webp","","66862","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-erangel-round-1.jpg","406037","188762","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-1.webp","","148714","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-erangel-round-4-320.jpg","21559","10768","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-4-320.webp","","9226","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-erangel-round-4-640.jpg","61476","35104","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-4-640.webp","","30182","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-erangel-round-4-960.jpg","136077","71156","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-4-960.webp","","57046","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-erangel-round-4.jpg","360740","168102","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-erangel-round-4.webp","","122116","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-miramar-320.jpg","24399","12156","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-miramar-320.webp","","11186","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-miramar-640.jpg","70965","40232","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-miramar-640.webp","","37806","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-miramar-960.jpg","159249","83846","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-miramar-960.webp","","72886","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-miramar.jpg","430768","201972","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-miramar.webp","","157712","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-rondo-320.jpg","23182","11599","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-rondo-320.webp","","10342","320","180","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-rondo-640.jpg","67908","38346","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-rondo-640.webp","","34986","640","360","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-rondo-960.jpg","152440","79583","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-rondo-960.webp","","67976","960","540","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/map-rondo.jpg","404296","189771","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Recompressed at unchanged pixel dimensions"
"src/assets/official/map-rondo.webp","","143756","1600","900","false","100 CSS px profile tile; 40vw/240px match card; 23vw/45vw tournament cards; 640px export artwork","Lazy page tiles; export assets loaded before capture","Added responsive/modern variant"
"src/assets/official/public-team-hero-1120.avif","50234","28653","1120","448","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/public-team-hero-1120.webp","68642","49172","1120","448","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/public-team-hero-1983.avif","118220","67629","1983","793","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/public-team-hero-1983.webp","159826","114402","1983","793","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/public-team-hero-480.avif","","6770","480","192","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/public-team-hero-480.webp","","11462","480","192","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/public-team-hero-640.avif","19546","11108","640","256","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/public-team-hero-640.webp","27178","19210","640","256","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/public-team-hero-800.avif","","16458","800","320","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/public-team-hero-800.webp","","28380","800","320","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/public-team-hero.png","2517229","2517229","1983","793","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/official/register-background-1120.avif","26927","16419","1120","630","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/register-background-1120.webp","42222","31104","1120","630","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/register-background-1672.avif","42040","25733","1672","941","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/register-background-1672.webp","65406","50024","1672","941","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/register-background-480.avif","","6209","480","270","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/register-background-480.webp","","10958","480","270","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/register-background-640.avif","14254","8654","640","360","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/register-background-640.webp","21316","15672","640","360","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Recompressed at unchanged pixel dimensions"
"src/assets/official/register-background-800.avif","","11398","800","450","true","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/register-background-800.webp","","20962","800","450","false","Full auth hero/container, responsive 480–1672px source candidates","Critical hero","Added responsive/modern variant"
"src/assets/official/register-background.png","1935265","1935265","1672","941","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
"src/assets/official/team-share-card-background-1120.avif","62525","36766","1120","630","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-share-card-background-1120.webp","86494","61268","1120","630","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-share-card-background-1672.avif","110996","65161","1672","941","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-share-card-background-1672.webp","148368","107866","1672","941","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-share-card-background-480.avif","","9800","480","270","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/team-share-card-background-480.webp","","16508","480","270","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/team-share-card-background-640.avif","25680","15291","640","360","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-share-card-background-640.webp","35256","25906","640","360","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Recompressed at unchanged pixel dimensions"
"src/assets/official/team-share-card-background-800.avif","","21567","800","450","true","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/team-share-card-background-800.webp","","36864","800","450","false","Responsive artwork; width depends on viewport and sizes attribute","Hero eager/high; secondary sections lazy","Added responsive/modern variant"
"src/assets/official/team-share-card-background.png","2573628","2573628","1672","941","true","Source master; existing modern derivatives are used for page delivery","Not directly requested by page image elements","Preserved source master; optimize derivatives"
